store_id,product_id,date,units_sold,gross_revenue,cogs_amount,markdown_discount_amount,net_revenue,gross_margin_amount,gross_margin_pct
STORE-001,SKU-002,2026-07-07,14,1260.00,630.00,63.00,1197.00,567.00,47.37
STORE-001,SKU-003,2026-07-07,20,2400.00,1200.00,120.00,2280.00,1080.00,47.37
STORE-001,SKU-004,2026-07-07,12,1800.00,960.00,270.00,1530.00,570.00,37.25
STORE-001,SKU-005,2026-07-07,10,2200.00,1100.00,330.00,1870.00,770.00,41.18
STORE-001,SKU-006,2026-07-07,13,1950.00,975.00,97.50,1852.50,877.50,47.37
STORE-002,SKU-001,2026-07-07,13,2340.00,1170.00,234.00,2106.00,936.00,44.44
STORE-002,SKU-002,2026-07-07,16,1440.00,720.00,72.00,1368.00,648.00,47.37
STORE-002,SKU-003,2026-07-07,21,2520.00,1260.00,378.00,2142.00,882.00,41.18
STORE-002,SKU-004,2026-07-07,10,1500.00,800.00,225.00,1275.00,475.00,37.25
STORE-002,SKU-005,2026-07-07,8,1760.00,880.00,88.00,1672.00,792.00,47.37
STORE-002,SKU-006,2026-07-07,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-003,SKU-001,2026-07-07,10,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-003,SKU-002,2026-07-07,15,1350.00,675.00,0.00,1350.00,675.00,50.00
STORE-003,SKU-003,2026-07-07,22,2640.00,1320.00,132.00,2508.00,1188.00,47.37
STORE-003,SKU-004,2026-07-07,11,1650.00,880.00,82.50,1567.50,687.50,43.86
STORE-003,SKU-005,2026-07-07,7,1540.00,770.00,0.00,1540.00,770.00,50.00
STORE-003,SKU-006,2026-07-07,14,2100.00,1050.00,315.00,1785.00,735.00,41.18
STORE-004,SKU-001,2026-07-07,11,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-004,SKU-002,2026-07-07,14,1260.00,630.00,0.00,1260.00,630.00,50.00
STORE-004,SKU-003,2026-07-07,22,2640.00,1320.00,396.00,2244.00,924.00,41.18
STORE-004,SKU-004,2026-07-07,10,1500.00,800.00,0.00,1500.00,700.00,46.67
STORE-004,SKU-005,2026-07-07,11,2420.00,1210.00,0.00,2420.00,1210.00,50.00
STORE-004,SKU-006,2026-07-07,16,2400.00,1200.00,240.00,2160.00,960.00,44.44
STORE-001,SKU-001,2026-07-08,9,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-001,SKU-002,2026-07-08,15,1350.00,675.00,0.00,1350.00,675.00,50.00
STORE-001,SKU-003,2026-07-08,21,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-001,SKU-004,2026-07-08,12,1800.00,960.00,0.00,1800.00,840.00,46.67
STORE-001,SKU-005,2026-07-08,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-001,SKU-006,2026-07-08,15,2250.00,1125.00,337.50,1912.50,787.50,41.18
STORE-002,SKU-001,2026-07-08,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-002,SKU-002,2026-07-08,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-002,SKU-003,2026-07-08,21,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-002,SKU-004,2026-07-08,13,1950.00,1040.00,97.50,1852.50,812.50,43.86
STORE-002,SKU-005,2026-07-08,8,1760.00,880.00,264.00,1496.00,616.00,41.18
STORE-002,SKU-006,2026-07-08,13,1950.00,975.00,195.00,1755.00,780.00,44.44
STORE-003,SKU-001,2026-07-08,11,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-003,SKU-002,2026-07-08,14,1260.00,630.00,189.00,1071.00,441.00,41.18
STORE-003,SKU-003,2026-07-08,22,2640.00,1320.00,396.00,2244.00,924.00,41.18
STORE-003,SKU-004,2026-07-08,13,1950.00,1040.00,0.00,1950.00,910.00,46.67
STORE-003,SKU-005,2026-07-08,10,2200.00,1100.00,220.00,1980.00,880.00,44.44
STORE-003,SKU-006,2026-07-08,16,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-004,SKU-001,2026-07-08,11,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-004,SKU-002,2026-07-08,15,1350.00,675.00,135.00,1215.00,540.00,44.44
STORE-004,SKU-003,2026-07-08,21,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-004,SKU-004,2026-07-08,14,2100.00,1120.00,105.00,1995.00,875.00,43.86
STORE-004,SKU-005,2026-07-08,7,1540.00,770.00,0.00,1540.00,770.00,50.00
STORE-004,SKU-006,2026-07-08,15,2250.00,1125.00,112.50,2137.50,1012.50,47.37
STORE-001,SKU-001,2026-07-09,12,2160.00,1080.00,108.00,2052.00,972.00,47.37
STORE-001,SKU-002,2026-07-09,14,1260.00,630.00,126.00,1134.00,504.00,44.44
STORE-001,SKU-003,2026-07-09,23,2760.00,1380.00,0.00,2760.00,1380.00,50.00
STORE-001,SKU-004,2026-07-09,13,1950.00,1040.00,195.00,1755.00,715.00,40.74
STORE-001,SKU-005,2026-07-09,10,2200.00,1100.00,110.00,2090.00,990.00,47.37
STORE-001,SKU-006,2026-07-09,14,2100.00,1050.00,315.00,1785.00,735.00,41.18
STORE-002,SKU-001,2026-07-09,11,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-002,SKU-002,2026-07-09,17,1530.00,765.00,0.00,1530.00,765.00,50.00
STORE-002,SKU-003,2026-07-09,19,2280.00,1140.00,114.00,2166.00,1026.00,47.37
STORE-002,SKU-004,2026-07-09,11,1650.00,880.00,82.50,1567.50,687.50,43.86
STORE-002,SKU-005,2026-07-09,9,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-002,SKU-006,2026-07-09,14,2100.00,1050.00,0.00,2100.00,1050.00,50.00
STORE-003,SKU-001,2026-07-09,10,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-003,SKU-002,2026-07-09,14,1260.00,630.00,0.00,1260.00,630.00,50.00
STORE-003,SKU-003,2026-07-09,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-003,SKU-004,2026-07-09,12,1800.00,960.00,180.00,1620.00,660.00,40.74
STORE-003,SKU-005,2026-07-09,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-003,SKU-006,2026-07-09,15,2250.00,1125.00,225.00,2025.00,900.00,44.44
STORE-004,SKU-001,2026-07-09,13,2340.00,1170.00,0.00,2340.00,1170.00,50.00
STORE-004,SKU-002,2026-07-09,14,1260.00,630.00,63.00,1197.00,567.00,47.37
STORE-004,SKU-003,2026-07-09,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-004,SKU-004,2026-07-09,13,1950.00,1040.00,292.50,1657.50,617.50,37.25
STORE-004,SKU-005,2026-07-09,10,2200.00,1100.00,110.00,2090.00,990.00,47.37
STORE-004,SKU-006,2026-07-09,16,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-001,SKU-001,2026-07-10,9,1620.00,810.00,81.00,1539.00,729.00,47.37
STORE-001,SKU-002,2026-07-10,16,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-001,SKU-003,2026-07-10,21,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-001,SKU-004,2026-07-10,12,1800.00,960.00,180.00,1620.00,660.00,40.74
STORE-001,SKU-005,2026-07-10,8,1760.00,880.00,264.00,1496.00,616.00,41.18
STORE-001,SKU-006,2026-07-10,15,2250.00,1125.00,0.00,2250.00,1125.00,50.00
STORE-002,SKU-001,2026-07-10,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-002,SKU-002,2026-07-10,15,1350.00,675.00,0.00,1350.00,675.00,50.00
STORE-002,SKU-003,2026-07-10,19,2280.00,1140.00,0.00,2280.00,1140.00,50.00
STORE-002,SKU-004,2026-07-10,12,1800.00,960.00,270.00,1530.00,570.00,37.25
STORE-002,SKU-005,2026-07-10,9,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-002,SKU-006,2026-07-10,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-003,SKU-001,2026-07-10,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-003,SKU-002,2026-07-10,17,1530.00,765.00,153.00,1377.00,612.00,44.44
STORE-003,SKU-003,2026-07-10,21,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-003,SKU-004,2026-07-10,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-003,SKU-005,2026-07-10,7,1540.00,770.00,0.00,1540.00,770.00,50.00
STORE-003,SKU-006,2026-07-10,14,2100.00,1050.00,315.00,1785.00,735.00,41.18
STORE-004,SKU-001,2026-07-10,11,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-004,SKU-002,2026-07-10,13,1170.00,585.00,0.00,1170.00,585.00,50.00
STORE-004,SKU-003,2026-07-10,21,2520.00,1260.00,378.00,2142.00,882.00,41.18
STORE-004,SKU-004,2026-07-10,15,2250.00,1200.00,337.50,1912.50,712.50,37.25
STORE-004,SKU-005,2026-07-10,10,2200.00,1100.00,110.00,2090.00,990.00,47.37
STORE-004,SKU-006,2026-07-10,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-001,SKU-001,2026-07-11,14,2520.00,1260.00,126.00,2394.00,1134.00,47.37
STORE-001,SKU-002,2026-07-11,20,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-001,SKU-003,2026-07-11,25,3000.00,1500.00,0.00,3000.00,1500.00,50.00
STORE-001,SKU-004,2026-07-11,15,2250.00,1200.00,112.50,2137.50,937.50,43.86
STORE-001,SKU-005,2026-07-11,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-001,SKU-006,2026-07-11,18,2700.00,1350.00,0.00,2700.00,1350.00,50.00
STORE-002,SKU-001,2026-07-11,14,2520.00,1260.00,378.00,2142.00,882.00,41.18
STORE-002,SKU-002,2026-07-11,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-002,SKU-003,2026-07-11,28,3360.00,1680.00,0.00,3360.00,1680.00,50.00
STORE-002,SKU-004,2026-07-11,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-002,SKU-005,2026-07-11,9,1980.00,990.00,99.00,1881.00,891.00,47.37
STORE-002,SKU-006,2026-07-11,19,2850.00,1425.00,285.00,2565.00,1140.00,44.44
STORE-003,SKU-001,2026-07-11,12,2160.00,1080.00,216.00,1944.00,864.00,44.44
STORE-003,SKU-002,2026-07-11,19,1710.00,855.00,85.50,1624.50,769.50,47.37
STORE-003,SKU-003,2026-07-11,25,3000.00,1500.00,300.00,2700.00,1200.00,44.44
STORE-003,SKU-004,2026-07-11,19,2850.00,1520.00,0.00,2850.00,1330.00,46.67
STORE-003,SKU-005,2026-07-11,11,2420.00,1210.00,0.00,2420.00,1210.00,50.00
STORE-003,SKU-006,2026-07-11,19,2850.00,1425.00,427.50,2422.50,997.50,41.18
STORE-004,SKU-001,2026-07-11,11,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-004,SKU-002,2026-07-11,21,1890.00,945.00,0.00,1890.00,945.00,50.00
STORE-004,SKU-003,2026-07-11,27,3240.00,1620.00,0.00,3240.00,1620.00,50.00
STORE-004,SKU-004,2026-07-11,15,2250.00,1200.00,225.00,2025.00,825.00,40.74
STORE-004,SKU-005,2026-07-11,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-004,SKU-006,2026-07-11,18,2700.00,1350.00,405.00,2295.00,945.00,41.18
STORE-001,SKU-001,2026-07-12,14,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-001,SKU-002,2026-07-12,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-001,SKU-003,2026-07-12,28,3360.00,1680.00,504.00,2856.00,1176.00,41.18
STORE-001,SKU-004,2026-07-12,18,2700.00,1440.00,0.00,2700.00,1260.00,46.67
STORE-001,SKU-005,2026-07-12,12,2640.00,1320.00,0.00,2640.00,1320.00,50.00
STORE-001,SKU-006,2026-07-12,20,3000.00,1500.00,450.00,2550.00,1050.00,41.18
STORE-002,SKU-001,2026-07-12,14,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-002,SKU-002,2026-07-12,20,1800.00,900.00,180.00,1620.00,720.00,44.44
STORE-002,SKU-003,2026-07-12,25,3000.00,1500.00,0.00,3000.00,1500.00,50.00
STORE-002,SKU-004,2026-07-12,18,2700.00,1440.00,0.00,2700.00,1260.00,46.67
STORE-002,SKU-005,2026-07-12,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-002,SKU-006,2026-07-12,20,3000.00,1500.00,300.00,2700.00,1200.00,44.44
STORE-003,SKU-001,2026-07-12,15,2700.00,1350.00,270.00,2430.00,1080.00,44.44
STORE-003,SKU-002,2026-07-12,22,1980.00,990.00,99.00,1881.00,891.00,47.37
STORE-003,SKU-003,2026-07-12,25,3000.00,1500.00,450.00,2550.00,1050.00,41.18
STORE-003,SKU-004,2026-07-12,15,2250.00,1200.00,112.50,2137.50,937.50,43.86
STORE-003,SKU-005,2026-07-12,13,2860.00,1430.00,286.00,2574.00,1144.00,44.44
STORE-003,SKU-006,2026-07-12,19,2850.00,1425.00,142.50,2707.50,1282.50,47.37
STORE-004,SKU-001,2026-07-12,11,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-004,SKU-002,2026-07-12,22,1980.00,990.00,297.00,1683.00,693.00,41.18
STORE-004,SKU-003,2026-07-12,26,3120.00,1560.00,0.00,3120.00,1560.00,50.00
STORE-004,SKU-004,2026-07-12,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-004,SKU-005,2026-07-12,13,2860.00,1430.00,286.00,2574.00,1144.00,44.44
STORE-004,SKU-006,2026-07-12,19,2850.00,1425.00,0.00,2850.00,1425.00,50.00
STORE-001,SKU-001,2026-07-13,13,2340.00,1170.00,351.00,1989.00,819.00,41.18
STORE-001,SKU-002,2026-07-13,17,1530.00,765.00,153.00,1377.00,612.00,44.44
STORE-001,SKU-003,2026-07-13,18,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-001,SKU-004,2026-07-13,12,1800.00,960.00,270.00,1530.00,570.00,37.25
STORE-001,SKU-005,2026-07-13,8,1760.00,880.00,0.00,1760.00,880.00,50.00
STORE-001,SKU-006,2026-07-13,13,1950.00,975.00,195.00,1755.00,780.00,44.44
STORE-002,SKU-001,2026-07-13,10,1800.00,900.00,90.00,1710.00,810.00,47.37
STORE-002,SKU-002,2026-07-13,18,1620.00,810.00,81.00,1539.00,729.00,47.37
STORE-002,SKU-003,2026-07-13,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-002,SKU-004,2026-07-13,12,1800.00,960.00,0.00,1800.00,840.00,46.67
STORE-002,SKU-005,2026-07-13,10,2200.00,1100.00,0.00,2200.00,1100.00,50.00
STORE-002,SKU-006,2026-07-13,14,2100.00,1050.00,105.00,1995.00,945.00,47.37
STORE-003,SKU-001,2026-07-13,9,1620.00,810.00,81.00,1539.00,729.00,47.37
STORE-003,SKU-002,2026-07-13,17,1530.00,765.00,153.00,1377.00,612.00,44.44
STORE-003,SKU-003,2026-07-13,18,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-003,SKU-004,2026-07-13,12,1800.00,960.00,0.00,1800.00,840.00,46.67
STORE-003,SKU-005,2026-07-13,7,1540.00,770.00,77.00,1463.00,693.00,47.37
STORE-003,SKU-006,2026-07-13,16,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-004,SKU-001,2026-07-13,11,1980.00,990.00,198.00,1782.00,792.00,44.44
STORE-004,SKU-002,2026-07-13,15,1350.00,675.00,0.00,1350.00,675.00,50.00
STORE-004,SKU-003,2026-07-13,19,2280.00,1140.00,0.00,2280.00,1140.00,50.00
STORE-004,SKU-004,2026-07-13,13,1950.00,1040.00,97.50,1852.50,812.50,43.86
STORE-004,SKU-005,2026-07-13,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-004,SKU-006,2026-07-13,13,1950.00,975.00,195.00,1755.00,780.00,44.44
STORE-001,SKU-001,2026-07-14,9,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-001,SKU-002,2026-07-14,15,1350.00,675.00,202.50,1147.50,472.50,41.18
STORE-001,SKU-003,2026-07-14,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-001,SKU-004,2026-07-14,15,2250.00,1200.00,225.00,2025.00,825.00,40.74
STORE-001,SKU-005,2026-07-14,10,2200.00,1100.00,330.00,1870.00,770.00,41.18
STORE-001,SKU-006,2026-07-14,13,1950.00,975.00,195.00,1755.00,780.00,44.44
STORE-002,SKU-001,2026-07-14,8,1440.00,720.00,72.00,1368.00,648.00,47.37
STORE-002,SKU-002,2026-07-14,13,1170.00,585.00,0.00,1170.00,585.00,50.00
STORE-002,SKU-003,2026-07-14,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-002,SKU-004,2026-07-14,13,1950.00,1040.00,0.00,1950.00,910.00,46.67
STORE-002,SKU-005,2026-07-14,8,1760.00,880.00,264.00,1496.00,616.00,41.18
STORE-002,SKU-006,2026-07-14,13,1950.00,975.00,292.50,1657.50,682.50,41.18
STORE-003,SKU-001,2026-07-14,9,1620.00,810.00,81.00,1539.00,729.00,47.37
STORE-003,SKU-002,2026-07-14,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-003,SKU-003,2026-07-14,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-003,SKU-004,2026-07-14,12,1800.00,960.00,180.00,1620.00,660.00,40.74
STORE-003,SKU-005,2026-07-14,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-003,SKU-006,2026-07-14,16,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-004,SKU-001,2026-07-14,12,2160.00,1080.00,108.00,2052.00,972.00,47.37
STORE-004,SKU-002,2026-07-14,15,1350.00,675.00,135.00,1215.00,540.00,44.44
STORE-004,SKU-003,2026-07-14,19,2280.00,1140.00,0.00,2280.00,1140.00,50.00
STORE-004,SKU-004,2026-07-14,11,1650.00,880.00,0.00,1650.00,770.00,46.67
STORE-004,SKU-005,2026-07-14,10,2200.00,1100.00,220.00,1980.00,880.00,44.44
STORE-004,SKU-006,2026-07-14,17,2550.00,1275.00,127.50,2422.50,1147.50,47.37
STORE-001,SKU-001,2026-07-15,12,2160.00,1080.00,108.00,2052.00,972.00,47.37
STORE-001,SKU-002,2026-07-15,16,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-001,SKU-003,2026-07-15,20,2400.00,1200.00,240.00,2160.00,960.00,44.44
STORE-001,SKU-004,2026-07-15,12,1800.00,960.00,0.00,1800.00,840.00,46.67
STORE-001,SKU-005,2026-07-15,10,2200.00,1100.00,330.00,1870.00,770.00,41.18
STORE-001,SKU-006,2026-07-15,13,1950.00,975.00,97.50,1852.50,877.50,47.37
STORE-002,SKU-001,2026-07-15,9,1620.00,810.00,81.00,1539.00,729.00,47.37
STORE-002,SKU-002,2026-07-15,13,1170.00,585.00,175.50,994.50,409.50,41.18
STORE-002,SKU-003,2026-07-15,20,2400.00,1200.00,120.00,2280.00,1080.00,47.37
STORE-002,SKU-004,2026-07-15,12,1800.00,960.00,270.00,1530.00,570.00,37.25
STORE-002,SKU-005,2026-07-15,10,2200.00,1100.00,330.00,1870.00,770.00,41.18
STORE-002,SKU-006,2026-07-15,17,2550.00,1275.00,127.50,2422.50,1147.50,47.37
STORE-003,SKU-001,2026-07-15,13,2340.00,1170.00,0.00,2340.00,1170.00,50.00
STORE-003,SKU-002,2026-07-15,16,1440.00,720.00,144.00,1296.00,576.00,44.44
STORE-003,SKU-003,2026-07-15,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-003,SKU-004,2026-07-15,14,2100.00,1120.00,105.00,1995.00,875.00,43.86
STORE-003,SKU-005,2026-07-15,6,1320.00,660.00,66.00,1254.00,594.00,47.37
STORE-003,SKU-006,2026-07-15,12,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-004,SKU-001,2026-07-15,10,1800.00,900.00,270.00,1530.00,630.00,41.18
STORE-004,SKU-002,2026-07-15,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-004,SKU-003,2026-07-15,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-004,SKU-004,2026-07-15,12,1800.00,960.00,270.00,1530.00,570.00,37.25
STORE-004,SKU-005,2026-07-15,8,1760.00,880.00,0.00,1760.00,880.00,50.00
STORE-004,SKU-006,2026-07-15,16,2400.00,1200.00,360.00,2040.00,840.00,41.18
STORE-001,SKU-001,2026-07-16,12,2160.00,1080.00,108.00,2052.00,972.00,47.37
STORE-001,SKU-002,2026-07-16,18,1620.00,810.00,243.00,1377.00,567.00,41.18
STORE-001,SKU-003,2026-07-16,22,2640.00,1320.00,132.00,2508.00,1188.00,47.37
STORE-001,SKU-004,2026-07-16,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-001,SKU-005,2026-07-16,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-001,SKU-006,2026-07-16,15,2250.00,1125.00,0.00,2250.00,1125.00,50.00
STORE-002,SKU-001,2026-07-16,13,2340.00,1170.00,351.00,1989.00,819.00,41.18
STORE-002,SKU-002,2026-07-16,13,1170.00,585.00,0.00,1170.00,585.00,50.00
STORE-002,SKU-003,2026-07-16,22,2640.00,1320.00,396.00,2244.00,924.00,41.18
STORE-002,SKU-004,2026-07-16,14,2100.00,1120.00,105.00,1995.00,875.00,43.86
STORE-002,SKU-005,2026-07-16,7,1540.00,770.00,0.00,1540.00,770.00,50.00
STORE-002,SKU-006,2026-07-16,17,2550.00,1275.00,0.00,2550.00,1275.00,50.00
STORE-003,SKU-001,2026-07-16,10,1800.00,900.00,0.00,1800.00,900.00,50.00
STORE-003,SKU-002,2026-07-16,14,1260.00,630.00,0.00,1260.00,630.00,50.00
STORE-003,SKU-003,2026-07-16,20,2400.00,1200.00,0.00,2400.00,1200.00,50.00
STORE-003,SKU-004,2026-07-16,13,1950.00,1040.00,195.00,1755.00,715.00,40.74
STORE-003,SKU-005,2026-07-16,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-003,SKU-006,2026-07-16,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-004,SKU-001,2026-07-16,11,1980.00,990.00,99.00,1881.00,891.00,47.37
STORE-004,SKU-002,2026-07-16,16,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-004,SKU-003,2026-07-16,20,2400.00,1200.00,240.00,2160.00,960.00,44.44
STORE-004,SKU-004,2026-07-16,11,1650.00,880.00,82.50,1567.50,687.50,43.86
STORE-004,SKU-005,2026-07-16,9,1980.00,990.00,99.00,1881.00,891.00,47.37
STORE-004,SKU-006,2026-07-16,13,1950.00,975.00,0.00,1950.00,975.00,50.00
STORE-001,SKU-001,2026-07-17,12,2160.00,1080.00,108.00,2052.00,972.00,47.37
STORE-001,SKU-002,2026-07-17,18,1620.00,810.00,243.00,1377.00,567.00,41.18
STORE-001,SKU-003,2026-07-17,21,2520.00,1260.00,0.00,2520.00,1260.00,50.00
STORE-001,SKU-004,2026-07-17,12,1800.00,960.00,0.00,1800.00,840.00,46.67
STORE-001,SKU-005,2026-07-17,11,2420.00,1210.00,0.00,2420.00,1210.00,50.00
STORE-001,SKU-006,2026-07-17,15,2250.00,1125.00,112.50,2137.50,1012.50,47.37
STORE-002,SKU-001,2026-07-17,11,1980.00,990.00,99.00,1881.00,891.00,47.37
STORE-002,SKU-002,2026-07-17,17,1530.00,765.00,0.00,1530.00,765.00,50.00
STORE-002,SKU-003,2026-07-17,23,2760.00,1380.00,138.00,2622.00,1242.00,47.37
STORE-002,SKU-004,2026-07-17,11,1650.00,880.00,82.50,1567.50,687.50,43.86
STORE-002,SKU-005,2026-07-17,9,1980.00,990.00,198.00,1782.00,792.00,44.44
STORE-002,SKU-006,2026-07-17,13,1950.00,975.00,292.50,1657.50,682.50,41.18
STORE-003,SKU-001,2026-07-17,9,1620.00,810.00,243.00,1377.00,567.00,41.18
STORE-003,SKU-002,2026-07-17,15,1350.00,675.00,0.00,1350.00,675.00,50.00
STORE-003,SKU-003,2026-07-17,21,2520.00,1260.00,378.00,2142.00,882.00,41.18
STORE-003,SKU-004,2026-07-17,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-003,SKU-005,2026-07-17,11,2420.00,1210.00,363.00,2057.00,847.00,41.18
STORE-003,SKU-006,2026-07-17,14,2100.00,1050.00,0.00,2100.00,1050.00,50.00
STORE-004,SKU-001,2026-07-17,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-004,SKU-002,2026-07-17,16,1440.00,720.00,0.00,1440.00,720.00,50.00
STORE-004,SKU-003,2026-07-17,19,2280.00,1140.00,0.00,2280.00,1140.00,50.00
STORE-004,SKU-004,2026-07-17,13,1950.00,1040.00,292.50,1657.50,617.50,37.25
STORE-004,SKU-005,2026-07-17,10,2200.00,1100.00,330.00,1870.00,770.00,41.18
STORE-004,SKU-006,2026-07-17,15,2250.00,1125.00,0.00,2250.00,1125.00,50.00
STORE-001,SKU-001,2026-07-18,14,2520.00,1260.00,378.00,2142.00,882.00,41.18
STORE-001,SKU-002,2026-07-18,21,1890.00,945.00,0.00,1890.00,945.00,50.00
STORE-001,SKU-003,2026-07-18,28,3360.00,1680.00,0.00,3360.00,1680.00,50.00
STORE-001,SKU-004,2026-07-18,16,2400.00,1280.00,360.00,2040.00,760.00,37.25
STORE-001,SKU-005,2026-07-18,9,1980.00,990.00,0.00,1980.00,990.00,50.00
STORE-001,SKU-006,2026-07-18,18,2700.00,1350.00,135.00,2565.00,1215.00,47.37
STORE-002,SKU-001,2026-07-18,12,2160.00,1080.00,0.00,2160.00,1080.00,50.00
STORE-002,SKU-002,2026-07-18,21,1890.00,945.00,0.00,1890.00,945.00,50.00
STORE-002,SKU-003,2026-07-18,27,3240.00,1620.00,0.00,3240.00,1620.00,50.00
STORE-002,SKU-004,2026-07-18,18,2700.00,1440.00,0.00,2700.00,1260.00,46.67
STORE-002,SKU-005,2026-07-18,13,2860.00,1430.00,143.00,2717.00,1287.00,47.37
STORE-002,SKU-006,2026-07-18,21,3150.00,1575.00,0.00,3150.00,1575.00,50.00
STORE-003,SKU-001,2026-07-18,15,2700.00,1350.00,0.00,2700.00,1350.00,50.00
STORE-003,SKU-002,2026-07-18,22,1980.00,990.00,99.00,1881.00,891.00,47.37
STORE-003,SKU-003,2026-07-18,29,3480.00,1740.00,0.00,3480.00,1740.00,50.00
STORE-003,SKU-004,2026-07-18,17,2550.00,1360.00,0.00,2550.00,1190.00,46.67
STORE-003,SKU-005,2026-07-18,13,2860.00,1430.00,429.00,2431.00,1001.00,41.18
STORE-003,SKU-006,2026-07-18,20,3000.00,1500.00,150.00,2850.00,1350.00,47.37
STORE-004,SKU-001,2026-07-18,16,2880.00,1440.00,288.00,2592.00,1152.00,44.44
STORE-004,SKU-002,2026-07-18,19,1710.00,855.00,85.50,1624.50,769.50,47.37
STORE-004,SKU-003,2026-07-18,24,2880.00,1440.00,288.00,2592.00,1152.00,44.44
STORE-004,SKU-004,2026-07-18,14,2100.00,1120.00,0.00,2100.00,980.00,46.67
STORE-004,SKU-005,2026-07-18,12,2640.00,1320.00,396.00,2244.00,924.00,41.18
STORE-004,SKU-006,2026-07-18,18,2700.00,1350.00,135.00,2565.00,1215.00,47.37
STORE-001,SKU-001,2026-07-19,15,2700.00,1350.00,0.00,2700.00,1350.00,50.00
STORE-001,SKU-002,2026-07-19,18,1620.00,810.00,0.00,1620.00,810.00,50.00
STORE-001,SKU-003,2026-07-19,26,3120.00,1560.00,312.00,2808.00,1248.00,44.44
STORE-001,SKU-004,2026-07-19,18,2700.00,1440.00,270.00,2430.00,990.00,40.74
