campaign_id,channel,date,ad_spend_amount,impressions,clicks
CMP-004,Paid Search,2026-07-03,350.0,12000,480
CMP-004,Social Media,2026-07-03,400.0,18000,620
CMP-004,Email,2026-07-03,80.0,5000,450
CMP-004,Connected TV,2026-07-03,600.0,25000,310
CMP-005,Paid Search,2026-07-03,350.0,12000,480
CMP-005,Social Media,2026-07-03,400.0,18000,620
CMP-005,Email,2026-07-03,80.0,5000,450
CMP-005,Connected TV,2026-07-03,600.0,25000,310
CMP-006,Paid Search,2026-07-03,350.0,12000,480
CMP-006,Social Media,2026-07-03,400.0,18000,620
CMP-006,Email,2026-07-03,80.0,5000,450
CMP-006,Connected TV,2026-07-03,600.0,25000,310
CMP-001,Paid Search,2026-07-02,350.0,12000,480
CMP-001,Social Media,2026-07-02,400.0,18000,620
CMP-001,Email,2026-07-02,80.0,5000,450
CMP-001,Connected TV,2026-07-02,600.0,25000,310
CMP-002,Paid Search,2026-07-02,350.0,12000,480
CMP-002,Social Media,2026-07-02,400.0,18000,620
CMP-002,Email,2026-07-02,80.0,5000,450
CMP-002,Connected TV,2026-07-02,600.0,25000,310
CMP-003,Paid Search,2026-07-02,350.0,12000,480
CMP-003,Social Media,2026-07-02,400.0,18000,620
CMP-003,Email,2026-07-02,80.0,5000,450
CMP-003,Connected TV,2026-07-02,600.0,25000,310
CMP-004,Paid Search,2026-07-02,350.0,12000,480
CMP-004,Social Media,2026-07-02,400.0,18000,620
CMP-004,Email,2026-07-02,80.0,5000,450
CMP-004,Connected TV,2026-07-02,600.0,25000,310
CMP-005,Paid Search,2026-07-02,350.0,12000,480
CMP-005,Social Media,2026-07-02,400.0,18000,620
CMP-005,Email,2026-07-02,80.0,5000,450
CMP-005,Connected TV,2026-07-02,600.0,25000,310
CMP-006,Paid Search,2026-07-02,350.0,12000,480
CMP-006,Social Media,2026-07-02,400.0,18000,620
CMP-006,Email,2026-07-02,80.0,5000,450
CMP-006,Connected TV,2026-07-02,600.0,25000,310
CMP-001,Paid Search,2026-07-01,350.0,12000,480
CMP-001,Social Media,2026-07-01,400.0,18000,620
CMP-001,Email,2026-07-01,80.0,5000,450
CMP-001,Connected TV,2026-07-01,600.0,25000,310
CMP-002,Paid Search,2026-07-01,350.0,12000,480
CMP-002,Social Media,2026-07-01,400.0,18000,620
CMP-002,Email,2026-07-01,80.0,5000,450
CMP-002,Connected TV,2026-07-01,600.0,25000,310
CMP-003,Paid Search,2026-07-01,350.0,12000,480
CMP-003,Social Media,2026-07-01,400.0,18000,620
CMP-003,Email,2026-07-01,80.0,5000,450
CMP-003,Connected TV,2026-07-01,600.0,25000,310
CMP-004,Paid Search,2026-07-01,350.0,12000,480
CMP-004,Social Media,2026-07-01,400.0,18000,620
CMP-004,Email,2026-07-01,80.0,5000,450
CMP-004,Connected TV,2026-07-01,600.0,25000,310
CMP-005,Paid Search,2026-07-01,350.0,12000,480
CMP-005,Social Media,2026-07-01,400.0,18000,620
CMP-005,Email,2026-07-01,80.0,5000,450
CMP-005,Connected TV,2026-07-01,600.0,25000,310
CMP-006,Paid Search,2026-07-01,350.0,12000,480
CMP-006,Social Media,2026-07-01,400.0,18000,620
CMP-006,Email,2026-07-01,80.0,5000,450
CMP-006,Connected TV,2026-07-01,600.0,25000,310
CMP-001,Paid Search,2026-06-30,350.0,12000,480
CMP-001,Social Media,2026-06-30,400.0,18000,620
CMP-001,Email,2026-06-30,80.0,5000,450
CMP-001,Connected TV,2026-06-30,600.0,25000,310
CMP-002,Paid Search,2026-06-30,350.0,12000,480
CMP-002,Social Media,2026-06-30,400.0,18000,620
CMP-002,Email,2026-06-30,80.0,5000,450
CMP-002,Connected TV,2026-06-30,600.0,25000,310
CMP-003,Paid Search,2026-06-30,350.0,12000,480
CMP-003,Social Media,2026-06-30,400.0,18000,620
CMP-003,Email,2026-06-30,80.0,5000,450
CMP-003,Connected TV,2026-06-30,600.0,25000,310
CMP-004,Paid Search,2026-06-30,350.0,12000,480
CMP-004,Social Media,2026-06-30,400.0,18000,620
CMP-004,Email,2026-06-30,80.0,5000,450
CMP-004,Connected TV,2026-06-30,600.0,25000,310
CMP-005,Paid Search,2026-06-30,350.0,12000,480
CMP-005,Social Media,2026-06-30,400.0,18000,620
CMP-005,Email,2026-06-30,80.0,5000,450
CMP-005,Connected TV,2026-06-30,600.0,25000,310
CMP-006,Paid Search,2026-06-30,350.0,12000,480
CMP-006,Social Media,2026-06-30,400.0,18000,620
CMP-006,Email,2026-06-30,80.0,5000,450
CMP-006,Connected TV,2026-06-30,600.0,25000,310
CMP-001,Paid Search,2026-06-29,350.0,12000,480
CMP-001,Social Media,2026-06-29,400.0,18000,620
CMP-001,Email,2026-06-29,80.0,5000,450
CMP-001,Connected TV,2026-06-29,600.0,25000,310
CMP-002,Paid Search,2026-06-29,350.0,12000,480
CMP-002,Social Media,2026-06-29,400.0,18000,620
CMP-002,Email,2026-06-29,80.0,5000,450
CMP-002,Connected TV,2026-06-29,600.0,25000,310
CMP-003,Paid Search,2026-06-29,350.0,12000,480
CMP-003,Social Media,2026-06-29,400.0,18000,620
CMP-003,Email,2026-06-29,80.0,5000,450
CMP-003,Connected TV,2026-06-29,600.0,25000,310
CMP-004,Paid Search,2026-06-29,350.0,12000,480
CMP-004,Social Media,2026-06-29,400.0,18000,620
CMP-004,Email,2026-06-29,80.0,5000,450
CMP-004,Connected TV,2026-06-29,600.0,25000,310
CMP-005,Paid Search,2026-06-29,350.0,12000,480
CMP-005,Social Media,2026-06-29,400.0,18000,620
CMP-005,Email,2026-06-29,80.0,5000,450
CMP-005,Connected TV,2026-06-29,600.0,25000,310
CMP-006,Paid Search,2026-06-29,350.0,12000,480
CMP-006,Social Media,2026-06-29,400.0,18000,620
CMP-006,Email,2026-06-29,80.0,5000,450
CMP-006,Connected TV,2026-06-29,600.0,25000,310
CMP-001,Paid Search,2026-06-28,350.0,12000,480
CMP-001,Social Media,2026-06-28,400.0,18000,620
CMP-001,Email,2026-06-28,80.0,5000,450
CMP-001,Connected TV,2026-06-28,600.0,25000,310
CMP-002,Paid Search,2026-06-28,350.0,12000,480
CMP-002,Social Media,2026-06-28,400.0,18000,620
CMP-002,Email,2026-06-28,80.0,5000,450
CMP-002,Connected TV,2026-06-28,600.0,25000,310
CMP-003,Paid Search,2026-06-28,350.0,12000,480
CMP-003,Social Media,2026-06-28,400.0,18000,620
CMP-003,Email,2026-06-28,80.0,5000,450
CMP-003,Connected TV,2026-06-28,600.0,25000,310
CMP-004,Paid Search,2026-06-28,350.0,12000,480
CMP-004,Social Media,2026-06-28,400.0,18000,620
CMP-004,Email,2026-06-28,80.0,5000,450
CMP-004,Connected TV,2026-06-28,600.0,25000,310
CMP-005,Paid Search,2026-06-28,350.0,12000,480
CMP-005,Social Media,2026-06-28,400.0,18000,620
CMP-005,Email,2026-06-28,80.0,5000,450
CMP-005,Connected TV,2026-06-28,600.0,25000,310
CMP-006,Paid Search,2026-06-28,350.0,12000,480
CMP-006,Social Media,2026-06-28,400.0,18000,620
CMP-006,Email,2026-06-28,80.0,5000,450
CMP-006,Connected TV,2026-06-28,600.0,25000,310
CMP-001,Paid Search,2026-06-27,350.0,12000,480
CMP-001,Social Media,2026-06-27,400.0,18000,620
CMP-001,Email,2026-06-27,80.0,5000,450
CMP-001,Connected TV,2026-06-27,600.0,25000,310
CMP-002,Paid Search,2026-06-27,350.0,12000,480
CMP-002,Social Media,2026-06-27,400.0,18000,620
CMP-002,Email,2026-06-27,80.0,5000,450
CMP-002,Connected TV,2026-06-27,600.0,25000,310
CMP-003,Paid Search,2026-06-27,350.0,12000,480
CMP-003,Social Media,2026-06-27,400.0,18000,620
CMP-003,Email,2026-06-27,80.0,5000,450
CMP-003,Connected TV,2026-06-27,600.0,25000,310
CMP-004,Paid Search,2026-06-27,350.0,12000,480
CMP-004,Social Media,2026-06-27,400.0,18000,620
CMP-004,Email,2026-06-27,80.0,5000,450
CMP-004,Connected TV,2026-06-27,600.0,25000,310
CMP-005,Paid Search,2026-06-27,350.0,12000,480
CMP-005,Social Media,2026-06-27,400.0,18000,620
CMP-005,Email,2026-06-27,80.0,5000,450
CMP-005,Connected TV,2026-06-27,600.0,25000,310
CMP-006,Paid Search,2026-06-27,350.0,12000,480
CMP-006,Social Media,2026-06-27,400.0,18000,620
CMP-006,Email,2026-06-27,80.0,5000,450
CMP-006,Connected TV,2026-06-27,600.0,25000,310
CMP-001,Paid Search,2026-06-26,350.0,12000,480
CMP-001,Social Media,2026-06-26,400.0,18000,620
CMP-001,Email,2026-06-26,80.0,5000,450
CMP-001,Connected TV,2026-06-26,600.0,25000,310
CMP-002,Paid Search,2026-06-26,350.0,12000,480
CMP-002,Social Media,2026-06-26,400.0,18000,620
CMP-002,Email,2026-06-26,80.0,5000,450
CMP-002,Connected TV,2026-06-26,600.0,25000,310
CMP-003,Paid Search,2026-06-26,350.0,12000,480
CMP-003,Social Media,2026-06-26,400.0,18000,620
CMP-003,Email,2026-06-26,80.0,5000,450
CMP-003,Connected TV,2026-06-26,600.0,25000,310
CMP-004,Paid Search,2026-06-26,350.0,12000,480
CMP-004,Social Media,2026-06-26,400.0,18000,620
CMP-004,Email,2026-06-26,80.0,5000,450
CMP-004,Connected TV,2026-06-26,600.0,25000,310
CMP-005,Paid Search,2026-06-26,350.0,12000,480
CMP-005,Social Media,2026-06-26,400.0,18000,620
CMP-005,Email,2026-06-26,80.0,5000,450
CMP-005,Connected TV,2026-06-26,600.0,25000,310
CMP-006,Paid Search,2026-06-26,350.0,12000,480
CMP-006,Social Media,2026-06-26,400.0,18000,620
CMP-006,Email,2026-06-26,80.0,5000,450
CMP-006,Connected TV,2026-06-26,600.0,25000,310
CMP-001,Paid Search,2026-06-25,350.0,12000,480
CMP-001,Social Media,2026-06-25,400.0,18000,620
CMP-001,Email,2026-06-25,80.0,5000,450
CMP-001,Connected TV,2026-06-25,600.0,25000,310
CMP-002,Paid Search,2026-06-25,350.0,12000,480
CMP-002,Social Media,2026-06-25,400.0,18000,620
CMP-002,Email,2026-06-25,80.0,5000,450
CMP-002,Connected TV,2026-06-25,600.0,25000,310
CMP-003,Paid Search,2026-06-25,350.0,12000,480
CMP-003,Social Media,2026-06-25,400.0,18000,620
CMP-003,Email,2026-06-25,80.0,5000,450
CMP-003,Connected TV,2026-06-25,600.0,25000,310
CMP-004,Paid Search,2026-06-25,350.0,12000,480
CMP-004,Social Media,2026-06-25,400.0,18000,620
CMP-004,Email,2026-06-25,80.0,5000,450
CMP-004,Connected TV,2026-06-25,600.0,25000,310
CMP-005,Paid Search,2026-06-25,350.0,12000,480
CMP-005,Social Media,2026-06-25,400.0,18000,620
CMP-005,Email,2026-06-25,80.0,5000,450
CMP-005,Connected TV,2026-06-25,600.0,25000,310
CMP-006,Paid Search,2026-06-25,350.0,12000,480
CMP-006,Social Media,2026-06-25,400.0,18000,620
CMP-006,Email,2026-06-25,80.0,5000,450
CMP-006,Connected TV,2026-06-25,600.0,25000,310
