date,store_id,product_id,units_sold,revenue
2026-07-10,STORE-102,SKU-005,6,645.04
2026-07-10,STORE-102,SKU-006,9,318.12
2026-07-11,STORE-101,SKU-001,11,2023.73
2026-07-11,STORE-101,SKU-002,11,1017.82
2026-07-11,STORE-101,SKU-003,13,837.48
2026-07-11,STORE-101,SKU-004,16,1493.8
2026-07-11,STORE-101,SKU-005,10,1081.8
2026-07-11,STORE-101,SKU-006,11,392.98
2026-07-11,STORE-102,SKU-001,10,1828.36
2026-07-11,STORE-102,SKU-002,11,1008.25
2026-07-11,STORE-102,SKU-003,14,935.91
2026-07-11,STORE-102,SKU-004,17,1626.01
2026-07-11,STORE-102,SKU-005,10,1068.73
2026-07-11,STORE-102,SKU-006,13,463.99
2026-07-12,STORE-101,SKU-001,10,1765.48
2026-07-12,STORE-101,SKU-002,11,978.65
2026-07-12,STORE-101,SKU-003,13,819.96
2026-07-12,STORE-101,SKU-004,17,1621.43
2026-07-12,STORE-101,SKU-005,9,968.73
2026-07-12,STORE-101,SKU-006,12,408.17
2026-07-12,STORE-102,SKU-001,11,1946.16
2026-07-12,STORE-102,SKU-002,10,891.41
2026-07-12,STORE-102,SKU-003,13,856.23
2026-07-12,STORE-102,SKU-004,16,1526.16
2026-07-12,STORE-102,SKU-005,8,856.38
2026-07-12,STORE-102,SKU-006,11,387.72
2026-07-13,STORE-101,SKU-001,8,1420.31
2026-07-13,STORE-101,SKU-002,8,719.38
2026-07-13,STORE-101,SKU-003,10,641.15
2026-07-13,STORE-101,SKU-004,13,1206.38
2026-07-13,STORE-101,SKU-005,7,759.99
2026-07-13,STORE-101,SKU-006,10,349.72
2026-07-13,STORE-102,SKU-001,8,1400.72
2026-07-13,STORE-102,SKU-002,8,724.29
2026-07-13,STORE-102,SKU-003,9,578.03
2026-07-13,STORE-102,SKU-004,11,1022.25
2026-07-13,STORE-102,SKU-005,6,653.19
2026-07-13,STORE-102,SKU-006,8,284.15
2026-07-14,STORE-101,SKU-001,7,1250.94
2026-07-14,STORE-101,SKU-002,9,810.01
2026-07-14,STORE-101,SKU-003,11,728.14
2026-07-14,STORE-101,SKU-004,11,1067.68
2026-07-14,STORE-101,SKU-005,6,640.94
2026-07-14,STORE-101,SKU-006,10,357.6
2026-07-14,STORE-102,SKU-001,8,1446.34
2026-07-14,STORE-102,SKU-002,9,806.0
2026-07-14,STORE-102,SKU-003,9,568.18
2026-07-14,STORE-102,SKU-004,11,1063.89
2026-07-14,STORE-102,SKU-005,7,785.34
2026-07-14,STORE-102,SKU-006,10,341.35
2026-07-15,STORE-101,SKU-001,9,1595.05
2026-07-15,STORE-101,SKU-002,8,721.04
2026-07-15,STORE-101,SKU-003,10,642.6
2026-07-15,STORE-101,SKU-004,12,1128.58
2026-07-15,STORE-101,SKU-005,6,660.42
2026-07-15,STORE-101,SKU-006,8,280.17
2026-07-15,STORE-102,SKU-001,9,1605.36
2026-07-15,STORE-102,SKU-002,9,825.5
2026-07-15,STORE-102,SKU-003,11,703.69
2026-07-15,STORE-102,SKU-004,11,1026.02
2026-07-15,STORE-102,SKU-005,7,782.02
2026-07-15,STORE-102,SKU-006,9,308.9
2026-07-16,STORE-101,SKU-001,9,1619.43
2026-07-16,STORE-101,SKU-002,9,822.63
2026-07-16,STORE-101,SKU-003,10,666.54
2026-07-16,STORE-101,SKU-004,12,1149.25
2026-07-16,STORE-101,SKU-005,7,786.83
2026-07-16,STORE-101,SKU-006,9,308.4
2026-07-16,STORE-102,SKU-001,7,1255.63
2026-07-16,STORE-102,SKU-002,7,621.48
2026-07-16,STORE-102,SKU-003,9,585.26
2026-07-16,STORE-102,SKU-004,11,1041.98
2026-07-16,STORE-102,SKU-005,6,673.14
2026-07-16,STORE-102,SKU-006,8,286.12
2026-07-17,STORE-101,SKU-001,9,1631.18
2026-07-17,STORE-101,SKU-002,8,718.39
2026-07-17,STORE-101,SKU-003,10,661.38
2026-07-17,STORE-101,SKU-004,13,1231.28
2026-07-17,STORE-101,SKU-005,8,888.02
2026-07-17,STORE-101,SKU-006,8,279.59
2026-07-17,STORE-102,SKU-001,7,1226.88
2026-07-17,STORE-102,SKU-002,7,645.09
2026-07-17,STORE-102,SKU-003,10,658.36
2026-07-17,STORE-102,SKU-004,12,1117.6
2026-07-17,STORE-102,SKU-005,6,657.54
2026-07-17,STORE-102,SKU-006,9,315.43
2026-07-18,STORE-101,SKU-001,10,1786.27
2026-07-18,STORE-101,SKU-002,10,895.07
2026-07-18,STORE-101,SKU-003,13,849.96
2026-07-18,STORE-101,SKU-004,16,1533.43
2026-07-18,STORE-101,SKU-005,8,858.59
2026-07-18,STORE-101,SKU-006,12,414.56
2026-07-18,STORE-102,SKU-001,11,1998.6
2026-07-18,STORE-102,SKU-002,12,1104.19
2026-07-18,STORE-102,SKU-003,13,849.19
2026-07-18,STORE-102,SKU-004,15,1412.16
2026-07-18,STORE-102,SKU-005,11,1224.41
2026-07-18,STORE-102,SKU-006,11,387.2
2026-07-19,STORE-101,SKU-001,12,2135.32
2026-07-19,STORE-101,SKU-002,10,915.75
2026-07-19,STORE-101,SKU-003,14,919.29
2026-07-19,STORE-101,SKU-004,17,1638.14
2026-07-19,STORE-101,SKU-005,10,1101.74
2026-07-19,STORE-101,SKU-006,12,418.07
2026-07-19,STORE-102,SKU-001,10,1785.16
2026-07-19,STORE-102,SKU-002,9,796.11
2026-07-19,STORE-102,SKU-003,14,909.25
2026-07-19,STORE-102,SKU-004,15,1394.01
2026-07-19,STORE-102,SKU-005,8,898.19
2026-07-19,STORE-102,SKU-006,11,391.26
2026-07-20,STORE-101,SKU-001,9,1657.29
2026-07-20,STORE-101,SKU-002,7,623.83
2026-07-20,STORE-101,SKU-003,11,699.17
2026-07-20,STORE-101,SKU-004,12,1116.9
2026-07-20,STORE-101,SKU-005,8,894.31
2026-07-20,STORE-101,SKU-006,10,342.98
2026-07-20,STORE-102,SKU-001,8,1432.3
2026-07-20,STORE-102,SKU-002,9,797.24
2026-07-20,STORE-102,SKU-003,10,641.61
2026-07-20,STORE-102,SKU-004,13,1231.22
2026-07-20,STORE-102,SKU-005,7,761.2
2026-07-20,STORE-102,SKU-006,10,349.35
2026-07-21,STORE-101,SKU-001,9,1607.15
2026-07-21,STORE-101,SKU-002,9,833.54
2026-07-21,STORE-101,SKU-003,10,641.49
2026-07-21,STORE-101,SKU-004,12,1141.88
2026-07-21,STORE-101,SKU-005,8,896.73
2026-07-21,STORE-101,SKU-006,10,342.41
2026-07-21,STORE-102,SKU-001,8,1452.2
2026-07-21,STORE-102,SKU-002,9,812.65
2026-07-21,STORE-102,SKU-003,9,597.14
2026-07-21,STORE-102,SKU-004,13,1219.07
2026-07-21,STORE-102,SKU-005,8,868.0
2026-07-21,STORE-102,SKU-006,10,342.59
2026-07-22,STORE-101,SKU-001,8,1478.57
2026-07-22,STORE-101,SKU-002,7,628.15
2026-07-22,STORE-101,SKU-003,10,631.54
2026-07-22,STORE-101,SKU-004,11,1045.13
2026-07-22,STORE-101,SKU-005,6,679.58
2026-07-22,STORE-101,SKU-006,9,306.08
2026-07-22,STORE-102,SKU-001,10,1836.63
2026-07-22,STORE-102,SKU-002,8,732.59
2026-07-22,STORE-102,SKU-003,9,577.52
2026-07-22,STORE-102,SKU-004,13,1249.53
2026-07-22,STORE-102,SKU-005,6,668.14
2026-07-22,STORE-102,SKU-006,9,305.65
2026-07-23,STORE-101,SKU-001,7,1241.55
2026-07-23,STORE-101,SKU-002,9,812.37
2026-07-23,STORE-101,SKU-003,11,716.19
2026-07-23,STORE-101,SKU-004,11,1031.71
2026-07-23,STORE-101,SKU-005,6,642.09
2026-07-23,STORE-101,SKU-006,9,320.55
2026-07-23,STORE-102,SKU-001,8,1406.38
2026-07-23,STORE-102,SKU-002,9,814.7
2026-07-23,STORE-102,SKU-003,9,585.54
2026-07-23,STORE-102,SKU-004,11,1022.65
2026-07-23,STORE-102,SKU-005,7,775.3
2026-07-23,STORE-102,SKU-006,8,278.6
2026-07-24,STORE-101,SKU-001,9,1579.72
2026-07-24,STORE-101,SKU-002,9,788.99
2026-07-24,STORE-101,SKU-003,10,650.29
2026-07-24,STORE-101,SKU-004,13,1239.01
2026-07-24,STORE-101,SKU-005,7,768.62
2026-07-24,STORE-101,SKU-006,9,324.09
2026-07-24,STORE-102,SKU-001,8,1398.2
2026-07-24,STORE-102,SKU-002,9,802.46
2026-07-24,STORE-102,SKU-003,11,720.5
2026-07-24,STORE-102,SKU-004,13,1252.43
2026-07-24,STORE-102,SKU-005,6,641.96
2026-07-24,STORE-102,SKU-006,9,320.93
