date,store_id,sku_id,units_sold
2026-07-20,STORE-101,SKU-006,4
2026-07-20,STORE-102,SKU-001,7
2026-07-20,STORE-102,SKU-002,7
2026-07-20,STORE-102,SKU-003,10
2026-07-20,STORE-102,SKU-004,12
2026-07-20,STORE-102,SKU-005,7
2026-07-20,STORE-102,SKU-006,4
2026-07-21,STORE-101,SKU-001,7
2026-07-21,STORE-101,SKU-002,8
2026-07-21,STORE-101,SKU-003,10
2026-07-21,STORE-101,SKU-004,35
2026-07-21,STORE-101,SKU-005,7
2026-07-21,STORE-101,SKU-006,4
2026-07-21,STORE-102,SKU-001,5
2026-07-21,STORE-102,SKU-002,7
2026-07-21,STORE-102,SKU-003,10
2026-07-21,STORE-102,SKU-004,11
2026-07-21,STORE-102,SKU-005,6
2026-07-21,STORE-102,SKU-006,3
2026-07-22,STORE-101,SKU-001,5
2026-07-22,STORE-101,SKU-002,8
2026-07-22,STORE-101,SKU-003,10
2026-07-22,STORE-101,SKU-004,35
2026-07-22,STORE-101,SKU-005,6
2026-07-22,STORE-101,SKU-006,4
2026-07-22,STORE-102,SKU-001,6
2026-07-22,STORE-102,SKU-002,8
2026-07-22,STORE-102,SKU-003,10
2026-07-22,STORE-102,SKU-004,13
2026-07-22,STORE-102,SKU-005,8
2026-07-22,STORE-102,SKU-006,4
2026-07-23,STORE-101,SKU-001,6
2026-07-23,STORE-101,SKU-002,9
2026-07-23,STORE-101,SKU-003,10
2026-07-23,STORE-101,SKU-004,36
2026-07-23,STORE-101,SKU-005,7
2026-07-23,STORE-101,SKU-006,4
2026-07-23,STORE-102,SKU-001,7
2026-07-23,STORE-102,SKU-002,7
2026-07-23,STORE-102,SKU-003,9
2026-07-23,STORE-102,SKU-004,12
2026-07-23,STORE-102,SKU-005,7
2026-07-23,STORE-102,SKU-006,3
2026-07-24,STORE-101,SKU-001,6
2026-07-24,STORE-101,SKU-002,7
2026-07-24,STORE-101,SKU-003,10
2026-07-24,STORE-101,SKU-004,36
2026-07-24,STORE-101,SKU-005,8
2026-07-24,STORE-101,SKU-006,3
2026-07-24,STORE-102,SKU-001,6
2026-07-24,STORE-102,SKU-002,7
2026-07-24,STORE-102,SKU-003,9
2026-07-24,STORE-102,SKU-004,12
2026-07-24,STORE-102,SKU-005,7
2026-07-24,STORE-102,SKU-006,3
