store_id,date,hour_of_day,customer_traffic_count,completed_transactions
STORE-001,2026-07-24,13,122,73
STORE-001,2026-07-24,14,122,64
STORE-001,2026-07-24,15,84,46
STORE-001,2026-07-24,16,70,44
STORE-001,2026-07-24,17,111,68
STORE-001,2026-07-24,18,117,54
STORE-001,2026-07-24,19,113,69
STORE-001,2026-07-24,20,36,19
STORE-001,2026-07-24,21,22,13
STORE-002,2026-07-24,8,29,17
STORE-002,2026-07-24,9,33,19
STORE-002,2026-07-24,10,66,30
STORE-002,2026-07-24,11,81,42
STORE-002,2026-07-24,12,125,63
STORE-002,2026-07-24,13,124,79
STORE-002,2026-07-24,14,97,56
STORE-002,2026-07-24,15,66,40
STORE-002,2026-07-24,16,75,48
STORE-002,2026-07-24,17,99,57
STORE-002,2026-07-24,18,118,54
STORE-002,2026-07-24,19,97,59
STORE-002,2026-07-24,20,31,16
STORE-002,2026-07-24,21,37,21
STORE-003,2026-07-24,8,40,26
STORE-003,2026-07-24,9,31,19
STORE-003,2026-07-24,10,72,40
STORE-003,2026-07-24,11,67,39
STORE-003,2026-07-24,12,102,48
STORE-003,2026-07-24,13,117,64
STORE-003,2026-07-24,14,107,60
STORE-003,2026-07-24,15,63,32
STORE-003,2026-07-24,16,68,44
STORE-003,2026-07-24,17,104,66
STORE-003,2026-07-24,18,110,52
STORE-003,2026-07-24,19,121,65
STORE-003,2026-07-24,20,47,25
STORE-003,2026-07-24,21,23,13
STORE-004,2026-07-24,8,45,23
STORE-004,2026-07-24,9,30,14
STORE-004,2026-07-24,10,71,45
STORE-004,2026-07-24,11,81,48
STORE-004,2026-07-24,12,123,71
STORE-004,2026-07-24,13,119,66
STORE-004,2026-07-24,14,99,49
STORE-004,2026-07-24,15,59,36
STORE-004,2026-07-24,16,56,31
STORE-004,2026-07-24,17,106,65
STORE-004,2026-07-24,18,112,64
STORE-004,2026-07-24,19,98,50
STORE-004,2026-07-24,20,50,30
STORE-004,2026-07-24,21,36,22
