store_id,date,hour_of_day,department,scheduled_staff_count,actual_staff_count
STORE-002,2026-07-14,11,Stockroom,2,3
STORE-002,2026-07-14,12,Checkout,6,6
STORE-002,2026-07-14,12,Sales Floor,5,5
STORE-002,2026-07-14,12,Stockroom,2,2
STORE-002,2026-07-14,13,Checkout,6,6
STORE-002,2026-07-14,13,Sales Floor,5,4
STORE-002,2026-07-14,13,Stockroom,2,2
STORE-002,2026-07-14,14,Checkout,6,6
STORE-002,2026-07-14,14,Sales Floor,5,4
STORE-002,2026-07-14,14,Stockroom,2,2
STORE-002,2026-07-14,15,Checkout,3,3
STORE-002,2026-07-14,15,Sales Floor,5,6
STORE-002,2026-07-14,15,Stockroom,2,3
STORE-002,2026-07-14,16,Checkout,3,4
STORE-002,2026-07-14,16,Sales Floor,5,4
STORE-002,2026-07-14,16,Stockroom,2,2
STORE-002,2026-07-14,17,Checkout,6,5
STORE-002,2026-07-14,17,Sales Floor,5,4
STORE-002,2026-07-14,17,Stockroom,2,1
STORE-002,2026-07-14,18,Checkout,6,5
STORE-002,2026-07-14,18,Sales Floor,5,5
STORE-002,2026-07-14,18,Stockroom,2,3
STORE-002,2026-07-14,19,Checkout,6,7
STORE-002,2026-07-14,19,Sales Floor,3,3
STORE-002,2026-07-14,19,Stockroom,2,2
STORE-002,2026-07-14,20,Checkout,3,4
STORE-002,2026-07-14,20,Sales Floor,3,3
STORE-002,2026-07-14,20,Stockroom,2,2
STORE-002,2026-07-14,21,Checkout,3,3
STORE-002,2026-07-14,21,Sales Floor,3,3
STORE-002,2026-07-14,21,Stockroom,2,1
STORE-003,2026-07-14,8,Checkout,3,3
STORE-003,2026-07-14,8,Sales Floor,3,3
STORE-003,2026-07-14,8,Stockroom,4,5
STORE-003,2026-07-14,9,Checkout,3,3
STORE-003,2026-07-14,9,Sales Floor,3,3
STORE-003,2026-07-14,9,Stockroom,4,4
STORE-003,2026-07-14,10,Checkout,3,3
STORE-003,2026-07-14,10,Sales Floor,3,2
STORE-003,2026-07-14,10,Stockroom,4,5
STORE-003,2026-07-14,11,Checkout,3,4
STORE-003,2026-07-14,11,Sales Floor,5,5
STORE-003,2026-07-14,11,Stockroom,2,1
STORE-003,2026-07-14,12,Checkout,6,6
STORE-003,2026-07-14,12,Sales Floor,5,4
STORE-003,2026-07-14,12,Stockroom,2,2
STORE-003,2026-07-14,13,Checkout,6,6
STORE-003,2026-07-14,13,Sales Floor,5,4
STORE-003,2026-07-14,13,Stockroom,2,2
STORE-003,2026-07-14,14,Checkout,6,6
STORE-003,2026-07-14,14,Sales Floor,5,5
STORE-003,2026-07-14,14,Stockroom,2,2
STORE-003,2026-07-14,15,Checkout,3,4
STORE-003,2026-07-14,15,Sales Floor,5,5
STORE-003,2026-07-14,15,Stockroom,2,2
STORE-003,2026-07-14,16,Checkout,3,4
STORE-003,2026-07-14,16,Sales Floor,5,4
STORE-003,2026-07-14,16,Stockroom,2,2
STORE-003,2026-07-14,17,Checkout,6,6
STORE-003,2026-07-14,17,Sales Floor,5,5
STORE-003,2026-07-14,17,Stockroom,2,2
STORE-003,2026-07-14,18,Checkout,6,6
STORE-003,2026-07-14,18,Sales Floor,5,5
STORE-003,2026-07-14,18,Stockroom,2,2
STORE-003,2026-07-14,19,Checkout,6,6
STORE-003,2026-07-14,19,Sales Floor,3,2
STORE-003,2026-07-14,19,Stockroom,2,2
STORE-003,2026-07-14,20,Checkout,3,4
STORE-003,2026-07-14,20,Sales Floor,3,4
STORE-003,2026-07-14,20,Stockroom,2,2
STORE-003,2026-07-14,21,Checkout,3,3
STORE-003,2026-07-14,21,Sales Floor,3,4
STORE-003,2026-07-14,21,Stockroom,2,2
STORE-004,2026-07-14,8,Checkout,3,2
STORE-004,2026-07-14,8,Sales Floor,3,2
STORE-004,2026-07-14,8,Stockroom,4,4
STORE-004,2026-07-14,9,Checkout,3,3
STORE-004,2026-07-14,9,Sales Floor,3,3
STORE-004,2026-07-14,9,Stockroom,4,4
STORE-004,2026-07-14,10,Checkout,3,3
STORE-004,2026-07-14,10,Sales Floor,3,3
STORE-004,2026-07-14,10,Stockroom,4,4
STORE-004,2026-07-14,11,Checkout,3,3
STORE-004,2026-07-14,11,Sales Floor,5,6
STORE-004,2026-07-14,11,Stockroom,2,2
STORE-004,2026-07-14,12,Checkout,6,6
STORE-004,2026-07-14,12,Sales Floor,5,5
STORE-004,2026-07-14,12,Stockroom,2,2
STORE-004,2026-07-14,13,Checkout,6,7
STORE-004,2026-07-14,13,Sales Floor,5,5
STORE-004,2026-07-14,13,Stockroom,2,2
STORE-004,2026-07-14,14,Checkout,6,6
STORE-004,2026-07-14,14,Sales Floor,5,5
STORE-004,2026-07-14,14,Stockroom,2,3
STORE-004,2026-07-14,15,Checkout,3,3
STORE-004,2026-07-14,15,Sales Floor,5,5
STORE-004,2026-07-14,15,Stockroom,2,1
STORE-004,2026-07-14,16,Checkout,3,3
STORE-004,2026-07-14,16,Sales Floor,5,5
STORE-004,2026-07-14,16,Stockroom,2,2
STORE-004,2026-07-14,17,Checkout,6,6
STORE-004,2026-07-14,17,Sales Floor,5,5
STORE-004,2026-07-14,17,Stockroom,2,3
STORE-004,2026-07-14,18,Checkout,6,6
STORE-004,2026-07-14,18,Sales Floor,5,6
STORE-004,2026-07-14,18,Stockroom,2,3
STORE-004,2026-07-14,19,Checkout,6,5
STORE-004,2026-07-14,19,Sales Floor,3,3
STORE-004,2026-07-14,19,Stockroom,2,1
STORE-004,2026-07-14,20,Checkout,3,3
STORE-004,2026-07-14,20,Sales Floor,3,3
STORE-004,2026-07-14,20,Stockroom,2,3
STORE-004,2026-07-14,21,Checkout,3,4
STORE-004,2026-07-14,21,Sales Floor,3,2
STORE-004,2026-07-14,21,Stockroom,2,2
STORE-001,2026-07-15,8,Checkout,3,3
STORE-001,2026-07-15,8,Sales Floor,3,4
STORE-001,2026-07-15,8,Stockroom,4,3
STORE-001,2026-07-15,9,Checkout,3,2
STORE-001,2026-07-15,9,Sales Floor,3,3
STORE-001,2026-07-15,9,Stockroom,4,4
STORE-001,2026-07-15,10,Checkout,3,2
STORE-001,2026-07-15,10,Sales Floor,3,3
STORE-001,2026-07-15,10,Stockroom,4,4
STORE-001,2026-07-15,11,Checkout,3,2
STORE-001,2026-07-15,11,Sales Floor,5,5
STORE-001,2026-07-15,11,Stockroom,2,2
STORE-001,2026-07-15,12,Checkout,6,6
STORE-001,2026-07-15,12,Sales Floor,5,6
STORE-001,2026-07-15,12,Stockroom,2,2
STORE-001,2026-07-15,13,Checkout,6,5
STORE-001,2026-07-15,13,Sales Floor,5,5
STORE-001,2026-07-15,13,Stockroom,2,2
STORE-001,2026-07-15,14,Checkout,6,5
STORE-001,2026-07-15,14,Sales Floor,5,4
STORE-001,2026-07-15,14,Stockroom,2,2
STORE-001,2026-07-15,15,Checkout,3,3
STORE-001,2026-07-15,15,Sales Floor,5,5
STORE-001,2026-07-15,15,Stockroom,2,1
STORE-001,2026-07-15,16,Checkout,3,3
STORE-001,2026-07-15,16,Sales Floor,5,5
STORE-001,2026-07-15,16,Stockroom,2,2
STORE-001,2026-07-15,17,Checkout,6,6
STORE-001,2026-07-15,17,Sales Floor,5,6
STORE-001,2026-07-15,17,Stockroom,2,2
STORE-001,2026-07-15,18,Checkout,6,5
STORE-001,2026-07-15,18,Sales Floor,5,5
STORE-001,2026-07-15,18,Stockroom,2,2
STORE-001,2026-07-15,19,Checkout,6,6
STORE-001,2026-07-15,19,Sales Floor,3,4
STORE-001,2026-07-15,19,Stockroom,2,2
STORE-001,2026-07-15,20,Checkout,3,3
STORE-001,2026-07-15,20,Sales Floor,3,3
STORE-001,2026-07-15,20,Stockroom,2,1
STORE-001,2026-07-15,21,Checkout,3,4
STORE-001,2026-07-15,21,Sales Floor,3,3
STORE-001,2026-07-15,21,Stockroom,2,2
STORE-002,2026-07-15,8,Checkout,3,3
STORE-002,2026-07-15,8,Sales Floor,3,3
STORE-002,2026-07-15,8,Stockroom,4,4
STORE-002,2026-07-15,9,Checkout,3,3
STORE-002,2026-07-15,9,Sales Floor,3,4
STORE-002,2026-07-15,9,Stockroom,4,5
STORE-002,2026-07-15,10,Checkout,3,3
STORE-002,2026-07-15,10,Sales Floor,3,3
STORE-002,2026-07-15,10,Stockroom,4,3
STORE-002,2026-07-15,11,Checkout,3,3
STORE-002,2026-07-15,11,Sales Floor,5,5
STORE-002,2026-07-15,11,Stockroom,2,2
STORE-002,2026-07-15,12,Checkout,6,6
STORE-002,2026-07-15,12,Sales Floor,5,5
STORE-002,2026-07-15,12,Stockroom,2,2
STORE-002,2026-07-15,13,Checkout,6,7
STORE-002,2026-07-15,13,Sales Floor,5,5
STORE-002,2026-07-15,13,Stockroom,2,3
STORE-002,2026-07-15,14,Checkout,6,5
STORE-002,2026-07-15,14,Sales Floor,5,5
STORE-002,2026-07-15,14,Stockroom,2,3
STORE-002,2026-07-15,15,Checkout,3,3
STORE-002,2026-07-15,15,Sales Floor,5,6
STORE-002,2026-07-15,15,Stockroom,2,2
STORE-002,2026-07-15,16,Checkout,3,2
STORE-002,2026-07-15,16,Sales Floor,5,5
STORE-002,2026-07-15,16,Stockroom,2,2
STORE-002,2026-07-15,17,Checkout,6,6
STORE-002,2026-07-15,17,Sales Floor,5,5
STORE-002,2026-07-15,17,Stockroom,2,1
STORE-002,2026-07-15,18,Checkout,6,5
STORE-002,2026-07-15,18,Sales Floor,5,5
STORE-002,2026-07-15,18,Stockroom,2,3
STORE-002,2026-07-15,19,Checkout,6,6
STORE-002,2026-07-15,19,Sales Floor,3,3
STORE-002,2026-07-15,19,Stockroom,2,2
STORE-002,2026-07-15,20,Checkout,3,3
STORE-002,2026-07-15,20,Sales Floor,3,3
STORE-002,2026-07-15,20,Stockroom,2,1
STORE-002,2026-07-15,21,Checkout,3,2
STORE-002,2026-07-15,21,Sales Floor,3,3
STORE-002,2026-07-15,21,Stockroom,2,3
STORE-003,2026-07-15,8,Checkout,3,2
STORE-003,2026-07-15,8,Sales Floor,3,3
STORE-003,2026-07-15,8,Stockroom,4,4
STORE-003,2026-07-15,9,Checkout,3,3
STORE-003,2026-07-15,9,Sales Floor,3,3
STORE-003,2026-07-15,9,Stockroom,4,3
STORE-003,2026-07-15,10,Checkout,3,3
STORE-003,2026-07-15,10,Sales Floor,3,3
STORE-003,2026-07-15,10,Stockroom,4,4
STORE-003,2026-07-15,11,Checkout,3,4
STORE-003,2026-07-15,11,Sales Floor,5,5
STORE-003,2026-07-15,11,Stockroom,2,2
STORE-003,2026-07-15,12,Checkout,6,6
STORE-003,2026-07-15,12,Sales Floor,5,5
STORE-003,2026-07-15,12,Stockroom,2,2
STORE-003,2026-07-15,13,Checkout,6,6
STORE-003,2026-07-15,13,Sales Floor,5,6
STORE-003,2026-07-15,13,Stockroom,2,1
STORE-003,2026-07-15,14,Checkout,6,6
STORE-003,2026-07-15,14,Sales Floor,5,5
STORE-003,2026-07-15,14,Stockroom,2,2
STORE-003,2026-07-15,15,Checkout,3,3
STORE-003,2026-07-15,15,Sales Floor,5,5
STORE-003,2026-07-15,15,Stockroom,2,1
STORE-003,2026-07-15,16,Checkout,3,3
STORE-003,2026-07-15,16,Sales Floor,5,5
STORE-003,2026-07-15,16,Stockroom,2,1
STORE-003,2026-07-15,17,Checkout,6,6
STORE-003,2026-07-15,17,Sales Floor,5,6
STORE-003,2026-07-15,17,Stockroom,2,3
STORE-003,2026-07-15,18,Checkout,6,6
STORE-003,2026-07-15,18,Sales Floor,5,5
STORE-003,2026-07-15,18,Stockroom,2,1
STORE-003,2026-07-15,19,Checkout,6,7
STORE-003,2026-07-15,19,Sales Floor,3,4
STORE-003,2026-07-15,19,Stockroom,2,3
STORE-003,2026-07-15,20,Checkout,3,2
STORE-003,2026-07-15,20,Sales Floor,3,2
STORE-003,2026-07-15,20,Stockroom,2,2
STORE-003,2026-07-15,21,Checkout,3,4
STORE-003,2026-07-15,21,Sales Floor,3,3
STORE-003,2026-07-15,21,Stockroom,2,2
STORE-004,2026-07-15,8,Checkout,3,3
STORE-004,2026-07-15,8,Sales Floor,3,4
STORE-004,2026-07-15,8,Stockroom,4,4
STORE-004,2026-07-15,9,Checkout,3,2
STORE-004,2026-07-15,9,Sales Floor,3,3
STORE-004,2026-07-15,9,Stockroom,4,4
STORE-004,2026-07-15,10,Checkout,3,4
STORE-004,2026-07-15,10,Sales Floor,3,3
STORE-004,2026-07-15,10,Stockroom,4,4
STORE-004,2026-07-15,11,Checkout,3,3
STORE-004,2026-07-15,11,Sales Floor,5,5
STORE-004,2026-07-15,11,Stockroom,2,3
STORE-004,2026-07-15,12,Checkout,6,6
STORE-004,2026-07-15,12,Sales Floor,5,5
STORE-004,2026-07-15,12,Stockroom,2,1
STORE-004,2026-07-15,13,Checkout,6,6
STORE-004,2026-07-15,13,Sales Floor,5,6
STORE-004,2026-07-15,13,Stockroom,2,2
STORE-004,2026-07-15,14,Checkout,6,6
STORE-004,2026-07-15,14,Sales Floor,5,6
STORE-004,2026-07-15,14,Stockroom,2,2
STORE-004,2026-07-15,15,Checkout,3,3
STORE-004,2026-07-15,15,Sales Floor,5,5
STORE-004,2026-07-15,15,Stockroom,2,2
STORE-004,2026-07-15,16,Checkout,3,2
STORE-004,2026-07-15,16,Sales Floor,5,5
STORE-004,2026-07-15,16,Stockroom,2,2
STORE-004,2026-07-15,17,Checkout,6,6
STORE-004,2026-07-15,17,Sales Floor,5,6
STORE-004,2026-07-15,17,Stockroom,2,3
STORE-004,2026-07-15,18,Checkout,6,6
STORE-004,2026-07-15,18,Sales Floor,5,4
STORE-004,2026-07-15,18,Stockroom,2,3
STORE-004,2026-07-15,19,Checkout,6,5
STORE-004,2026-07-15,19,Sales Floor,3,3
STORE-004,2026-07-15,19,Stockroom,2,2
STORE-004,2026-07-15,20,Checkout,3,3
STORE-004,2026-07-15,20,Sales Floor,3,3
STORE-004,2026-07-15,20,Stockroom,2,1
STORE-004,2026-07-15,21,Checkout,3,3
STORE-004,2026-07-15,21,Sales Floor,3,3
STORE-004,2026-07-15,21,Stockroom,2,2
STORE-001,2026-07-16,8,Checkout,3,4
STORE-001,2026-07-16,8,Sales Floor,3,3
STORE-001,2026-07-16,8,Stockroom,4,4
STORE-001,2026-07-16,9,Checkout,3,3
STORE-001,2026-07-16,9,Sales Floor,3,3
STORE-001,2026-07-16,9,Stockroom,4,4
STORE-001,2026-07-16,10,Checkout,3,4
STORE-001,2026-07-16,10,Sales Floor,3,4
STORE-001,2026-07-16,10,Stockroom,4,3
STORE-001,2026-07-16,11,Checkout,3,3
STORE-001,2026-07-16,11,Sales Floor,5,5
STORE-001,2026-07-16,11,Stockroom,2,2
STORE-001,2026-07-16,12,Checkout,6,6
STORE-001,2026-07-16,12,Sales Floor,5,5
STORE-001,2026-07-16,12,Stockroom,2,2
STORE-001,2026-07-16,13,Checkout,6,6
STORE-001,2026-07-16,13,Sales Floor,5,5
STORE-001,2026-07-16,13,Stockroom,2,2
STORE-001,2026-07-16,14,Checkout,6,6
STORE-001,2026-07-16,14,Sales Floor,5,5
STORE-001,2026-07-16,14,Stockroom,2,2
STORE-001,2026-07-16,15,Checkout,3,2
STORE-001,2026-07-16,15,Sales Floor,5,5
STORE-001,2026-07-16,15,Stockroom,2,2
STORE-001,2026-07-16,16,Checkout,3,2
STORE-001,2026-07-16,16,Sales Floor,5,4
STORE-001,2026-07-16,16,Stockroom,2,2
STORE-001,2026-07-16,17,Checkout,6,6
STORE-001,2026-07-16,17,Sales Floor,5,6
STORE-001,2026-07-16,17,Stockroom,2,2
STORE-001,2026-07-16,18,Checkout,6,6
STORE-001,2026-07-16,18,Sales Floor,5,6
STORE-001,2026-07-16,18,Stockroom,2,2
STORE-001,2026-07-16,19,Checkout,6,7
STORE-001,2026-07-16,19,Sales Floor,3,4
STORE-001,2026-07-16,19,Stockroom,2,2
STORE-001,2026-07-16,20,Checkout,3,3
STORE-001,2026-07-16,20,Sales Floor,3,2
STORE-001,2026-07-16,20,Stockroom,2,1
STORE-001,2026-07-16,21,Checkout,3,2
STORE-001,2026-07-16,21,Sales Floor,3,3
STORE-001,2026-07-16,21,Stockroom,2,1
STORE-002,2026-07-16,8,Checkout,3,3
STORE-002,2026-07-16,8,Sales Floor,3,4
STORE-002,2026-07-16,8,Stockroom,4,4
STORE-002,2026-07-16,9,Checkout,3,4
STORE-002,2026-07-16,9,Sales Floor,3,3
STORE-002,2026-07-16,9,Stockroom,4,4
STORE-002,2026-07-16,10,Checkout,3,2
STORE-002,2026-07-16,10,Sales Floor,3,2
STORE-002,2026-07-16,10,Stockroom,4,5
STORE-002,2026-07-16,11,Checkout,3,3
STORE-002,2026-07-16,11,Sales Floor,5,5
STORE-002,2026-07-16,11,Stockroom,2,2
STORE-002,2026-07-16,12,Checkout,6,6
STORE-002,2026-07-16,12,Sales Floor,5,5
STORE-002,2026-07-16,12,Stockroom,2,2
STORE-002,2026-07-16,13,Checkout,6,6
STORE-002,2026-07-16,13,Sales Floor,5,6
STORE-002,2026-07-16,13,Stockroom,2,2
STORE-002,2026-07-16,14,Checkout,6,5
STORE-002,2026-07-16,14,Sales Floor,5,5
STORE-002,2026-07-16,14,Stockroom,2,2
STORE-002,2026-07-16,15,Checkout,3,3
STORE-002,2026-07-16,15,Sales Floor,5,6
STORE-002,2026-07-16,15,Stockroom,2,2
STORE-002,2026-07-16,16,Checkout,3,3
STORE-002,2026-07-16,16,Sales Floor,5,5
STORE-002,2026-07-16,16,Stockroom,2,3
STORE-002,2026-07-16,17,Checkout,6,6
STORE-002,2026-07-16,17,Sales Floor,5,5
STORE-002,2026-07-16,17,Stockroom,2,2
STORE-002,2026-07-16,18,Checkout,6,6
STORE-002,2026-07-16,18,Sales Floor,5,5
STORE-002,2026-07-16,18,Stockroom,2,2
STORE-002,2026-07-16,19,Checkout,6,6
STORE-002,2026-07-16,19,Sales Floor,3,4
STORE-002,2026-07-16,19,Stockroom,2,1
STORE-002,2026-07-16,20,Checkout,3,3
STORE-002,2026-07-16,20,Sales Floor,3,3
STORE-002,2026-07-16,20,Stockroom,2,2
STORE-002,2026-07-16,21,Checkout,3,3
STORE-002,2026-07-16,21,Sales Floor,3,3
STORE-002,2026-07-16,21,Stockroom,2,2
STORE-003,2026-07-16,8,Checkout,3,2
STORE-003,2026-07-16,8,Sales Floor,3,4
STORE-003,2026-07-16,8,Stockroom,4,4
STORE-003,2026-07-16,9,Checkout,3,3
STORE-003,2026-07-16,9,Sales Floor,3,2
STORE-003,2026-07-16,9,Stockroom,4,5
STORE-003,2026-07-16,10,Checkout,3,3
STORE-003,2026-07-16,10,Sales Floor,3,4
STORE-003,2026-07-16,10,Stockroom,4,5
STORE-003,2026-07-16,11,Checkout,3,3
STORE-003,2026-07-16,11,Sales Floor,5,5
STORE-003,2026-07-16,11,Stockroom,2,3
STORE-003,2026-07-16,12,Checkout,6,6
STORE-003,2026-07-16,12,Sales Floor,5,5
STORE-003,2026-07-16,12,Stockroom,2,2
STORE-003,2026-07-16,13,Checkout,6,5
STORE-003,2026-07-16,13,Sales Floor,5,5
STORE-003,2026-07-16,13,Stockroom,2,2
STORE-003,2026-07-16,14,Checkout,6,6
STORE-003,2026-07-16,14,Sales Floor,5,5
STORE-003,2026-07-16,14,Stockroom,2,2
STORE-003,2026-07-16,15,Checkout,3,3
STORE-003,2026-07-16,15,Sales Floor,5,4
STORE-003,2026-07-16,15,Stockroom,2,2
STORE-003,2026-07-16,16,Checkout,3,3
STORE-003,2026-07-16,16,Sales Floor,5,6
STORE-003,2026-07-16,16,Stockroom,2,2
STORE-003,2026-07-16,17,Checkout,6,5
STORE-003,2026-07-16,17,Sales Floor,5,4
STORE-003,2026-07-16,17,Stockroom,2,2
STORE-003,2026-07-16,18,Checkout,6,6
STORE-003,2026-07-16,18,Sales Floor,5,5
STORE-003,2026-07-16,18,Stockroom,2,1
STORE-003,2026-07-16,19,Checkout,6,5
STORE-003,2026-07-16,19,Sales Floor,3,3
STORE-003,2026-07-16,19,Stockroom,2,3
STORE-003,2026-07-16,20,Checkout,3,3
STORE-003,2026-07-16,20,Sales Floor,3,4
STORE-003,2026-07-16,20,Stockroom,2,1
STORE-003,2026-07-16,21,Checkout,3,3
STORE-003,2026-07-16,21,Sales Floor,3,3
STORE-003,2026-07-16,21,Stockroom,2,2
STORE-004,2026-07-16,8,Checkout,3,3
STORE-004,2026-07-16,8,Sales Floor,3,4
STORE-004,2026-07-16,8,Stockroom,4,4
STORE-004,2026-07-16,9,Checkout,3,3
STORE-004,2026-07-16,9,Sales Floor,3,3
STORE-004,2026-07-16,9,Stockroom,4,4
STORE-004,2026-07-16,10,Checkout,3,2
STORE-004,2026-07-16,10,Sales Floor,3,4
STORE-004,2026-07-16,10,Stockroom,4,5
STORE-004,2026-07-16,11,Checkout,3,3
STORE-004,2026-07-16,11,Sales Floor,5,6
STORE-004,2026-07-16,11,Stockroom,2,1
STORE-004,2026-07-16,12,Checkout,6,6
STORE-004,2026-07-16,12,Sales Floor,5,5
STORE-004,2026-07-16,12,Stockroom,2,2
STORE-004,2026-07-16,13,Checkout,6,6
STORE-004,2026-07-16,13,Sales Floor,5,5
STORE-004,2026-07-16,13,Stockroom,2,2
STORE-004,2026-07-16,14,Checkout,6,5
STORE-004,2026-07-16,14,Sales Floor,5,5
STORE-004,2026-07-16,14,Stockroom,2,2
STORE-004,2026-07-16,15,Checkout,3,3
STORE-004,2026-07-16,15,Sales Floor,5,5
STORE-004,2026-07-16,15,Stockroom,2,2
STORE-004,2026-07-16,16,Checkout,3,3
STORE-004,2026-07-16,16,Sales Floor,5,4
STORE-004,2026-07-16,16,Stockroom,2,1
STORE-004,2026-07-16,17,Checkout,6,6
STORE-004,2026-07-16,17,Sales Floor,5,5
STORE-004,2026-07-16,17,Stockroom,2,2
STORE-004,2026-07-16,18,Checkout,6,5
STORE-004,2026-07-16,18,Sales Floor,5,5
STORE-004,2026-07-16,18,Stockroom,2,2
STORE-004,2026-07-16,19,Checkout,6,6
STORE-004,2026-07-16,19,Sales Floor,3,3
STORE-004,2026-07-16,19,Stockroom,2,2
STORE-004,2026-07-16,20,Checkout,3,3
STORE-004,2026-07-16,20,Sales Floor,3,3
STORE-004,2026-07-16,20,Stockroom,2,2
STORE-004,2026-07-16,21,Checkout,3,3
STORE-004,2026-07-16,21,Sales Floor,3,2
STORE-004,2026-07-16,21,Stockroom,2,2
STORE-001,2026-07-17,8,Checkout,3,3
STORE-001,2026-07-17,8,Sales Floor,3,2
STORE-001,2026-07-17,8,Stockroom,4,3
STORE-001,2026-07-17,9,Checkout,3,3
STORE-001,2026-07-17,9,Sales Floor,3,4
STORE-001,2026-07-17,9,Stockroom,4,4
STORE-001,2026-07-17,10,Checkout,3,3
STORE-001,2026-07-17,10,Sales Floor,3,3
STORE-001,2026-07-17,10,Stockroom,4,4
STORE-001,2026-07-17,11,Checkout,3,3
STORE-001,2026-07-17,11,Sales Floor,5,6
STORE-001,2026-07-17,11,Stockroom,2,1
STORE-001,2026-07-17,12,Checkout,6,6
STORE-001,2026-07-17,12,Sales Floor,5,5
STORE-001,2026-07-17,12,Stockroom,2,2
STORE-001,2026-07-17,13,Checkout,6,6
STORE-001,2026-07-17,13,Sales Floor,5,5
STORE-001,2026-07-17,13,Stockroom,2,1
STORE-001,2026-07-17,14,Checkout,6,6
STORE-001,2026-07-17,14,Sales Floor,5,5
STORE-001,2026-07-17,14,Stockroom,2,2
STORE-001,2026-07-17,15,Checkout,3,2
STORE-001,2026-07-17,15,Sales Floor,5,5
STORE-001,2026-07-17,15,Stockroom,2,1
STORE-001,2026-07-17,16,Checkout,3,3
STORE-001,2026-07-17,16,Sales Floor,5,4
STORE-001,2026-07-17,16,Stockroom,2,2
STORE-001,2026-07-17,17,Checkout,6,6
STORE-001,2026-07-17,17,Sales Floor,5,5
STORE-001,2026-07-17,17,Stockroom,2,2
STORE-001,2026-07-17,18,Checkout,6,7
STORE-001,2026-07-17,18,Sales Floor,5,6
STORE-001,2026-07-17,18,Stockroom,2,1
STORE-001,2026-07-17,19,Checkout,6,6
STORE-001,2026-07-17,19,Sales Floor,3,3
STORE-001,2026-07-17,19,Stockroom,2,2
STORE-001,2026-07-17,20,Checkout,3,2
STORE-001,2026-07-17,20,Sales Floor,3,3
STORE-001,2026-07-17,20,Stockroom,2,2
STORE-001,2026-07-17,21,Checkout,3,3
STORE-001,2026-07-17,21,Sales Floor,3,3
STORE-001,2026-07-17,21,Stockroom,2,1
STORE-002,2026-07-17,8,Checkout,3,3
STORE-002,2026-07-17,8,Sales Floor,3,3
STORE-002,2026-07-17,8,Stockroom,4,3
STORE-002,2026-07-17,9,Checkout,3,3
STORE-002,2026-07-17,9,Sales Floor,3,2
STORE-002,2026-07-17,9,Stockroom,4,4
STORE-002,2026-07-17,10,Checkout,3,2
STORE-002,2026-07-17,10,Sales Floor,3,4
STORE-002,2026-07-17,10,Stockroom,4,4
STORE-002,2026-07-17,11,Checkout,3,3
STORE-002,2026-07-17,11,Sales Floor,5,5
STORE-002,2026-07-17,11,Stockroom,2,2
STORE-002,2026-07-17,12,Checkout,6,6
STORE-002,2026-07-17,12,Sales Floor,5,6
STORE-002,2026-07-17,12,Stockroom,2,2
STORE-002,2026-07-17,13,Checkout,6,5
STORE-002,2026-07-17,13,Sales Floor,5,5
STORE-002,2026-07-17,13,Stockroom,2,2
STORE-002,2026-07-17,14,Checkout,6,5
STORE-002,2026-07-17,14,Sales Floor,5,5
STORE-002,2026-07-17,14,Stockroom,2,2
STORE-002,2026-07-17,15,Checkout,3,4
STORE-002,2026-07-17,15,Sales Floor,5,6
STORE-002,2026-07-17,15,Stockroom,2,3
STORE-002,2026-07-17,16,Checkout,3,2
STORE-002,2026-07-17,16,Sales Floor,5,5
STORE-002,2026-07-17,16,Stockroom,2,2
STORE-002,2026-07-17,17,Checkout,6,6
STORE-002,2026-07-17,17,Sales Floor,5,4
STORE-002,2026-07-17,17,Stockroom,2,2
STORE-002,2026-07-17,18,Checkout,6,5
STORE-002,2026-07-17,18,Sales Floor,5,5
STORE-002,2026-07-17,18,Stockroom,2,2
STORE-002,2026-07-17,19,Checkout,6,6
STORE-002,2026-07-17,19,Sales Floor,3,3
STORE-002,2026-07-17,19,Stockroom,2,2
STORE-002,2026-07-17,20,Checkout,3,3
STORE-002,2026-07-17,20,Sales Floor,3,3
STORE-002,2026-07-17,20,Stockroom,2,3
STORE-002,2026-07-17,21,Checkout,3,3
STORE-002,2026-07-17,21,Sales Floor,3,3
STORE-002,2026-07-17,21,Stockroom,2,3
STORE-003,2026-07-17,8,Checkout,3,2
STORE-003,2026-07-17,8,Sales Floor,3,4
STORE-003,2026-07-17,8,Stockroom,4,4
STORE-003,2026-07-17,9,Checkout,3,2
STORE-003,2026-07-17,9,Sales Floor,3,3
STORE-003,2026-07-17,9,Stockroom,4,5
STORE-003,2026-07-17,10,Checkout,3,3
STORE-003,2026-07-17,10,Sales Floor,3,2
STORE-003,2026-07-17,10,Stockroom,4,5
STORE-003,2026-07-17,11,Checkout,3,2
STORE-003,2026-07-17,11,Sales Floor,5,5
STORE-003,2026-07-17,11,Stockroom,2,3
STORE-003,2026-07-17,12,Checkout,6,6
STORE-003,2026-07-17,12,Sales Floor,5,5
STORE-003,2026-07-17,12,Stockroom,2,2
STORE-003,2026-07-17,13,Checkout,6,7
STORE-003,2026-07-17,13,Sales Floor,5,5
STORE-003,2026-07-17,13,Stockroom,2,3
STORE-003,2026-07-17,14,Checkout,6,5
STORE-003,2026-07-17,14,Sales Floor,5,4
STORE-003,2026-07-17,14,Stockroom,2,2
STORE-003,2026-07-17,15,Checkout,3,2
STORE-003,2026-07-17,15,Sales Floor,5,5
